latitude,longitude,is_green
32.891426,-117.249212,1
32.891426,-117.246224,1
32.891426,-117.236057,1
32.891414,-117.255811,1
32.891414,-117.247272,1
32.891414,-117.244072,1
32.891402,-117.256773,1
32.891402,-117.248136,1
32.891402,-117.245148,1
32.891402,-117.229869,1
32.891391,-117.248985,1
32.891391,-117.246068,1
32.891391,-117.236114,1
32.891379,-117.254989,1
32.891379,-117.247102,1
32.891379,-117.243916,1
32.891367,-117.25666,1
32.891367,-117.248022,1
32.891367,-117.245049,1
32.891367,-117.229388,1
32.891355,-117.2489,1
32.891355,-117.245927,1
32.891355,-117.23399,1
32.891344,-117.254508,1
32.891344,-117.246989,1
32.891344,-117.243689,1
32.891332,-117.256717,1
32.891332,-117.248065,1
32.891332,-117.244907,1
32.891332,-117.232687,1
32.89132,-117.249212,1
32.89132,-117.246295,1
32.89132,-117.236142,1
32.891309,-117.256065,1
32.891309,-117.247399,1
32.891309,-117.243987,1
32.891297,-117.256986,1
32.891297,-117.248221,1
32.891297,-117.24495,1
32.891297,-117.232545,1
32.891285,-117.249198,1
32.891285,-117.246281,1
32.891285,-117.235916,1
32.891273,-117.255782,1
32.891273,-117.247017,1
32.891273,-117.243689,1
32.891262,-117.256533,1
32.891262,-117.247739,1
32.891262,-117.244426,1
32.891262,-117.228609,1
32.89125,-117.248546,1
32.89125,-117.245559,1
32.89125,-117.233678,1
32.891238,-117.249354,1
32.891238,-117.246408,1
32.891238,-117.240688,1
32.891227,-117.256009,1
32.891227,-117.24696,1
32.891227,-117.243435,1
32.891215,-117.256604,1
32.891215,-117.247555,1
32.891215,-117.244256,1
32.891215,-117.228312,1
32.891203,-117.248207,1
32.891203,-117.245247,1
32.891203,-117.233565,1
32.891191,-117.24907,1
32.891191,-117.246111,1
32.891191,-117.242741,1
32.89118,-117.25615,1
32.89118,-117.24689,1
32.89118,-117.243888,1
32.891168,-117.256972,1
32.891168,-117.247711,1
32.891168,-117.244766,1
32.891168,-117.233423,1
32.891156,-117.248787,1
32.891156,-117.245686,1
32.891156,-117.236071,1
32.891145,-117.255811,1
32.891145,-117.246521,1
32.891145,-117.24342,1
32.891145,-117.228085,1
32.891133,-117.247697,1
32.891133,-117.244638,1
32.891133,-117.232432,1
32.891121,-117.249028,1
32.891121,-117.24587,1
32.891121,-117.236241,1
32.891109,-117.256504,1
32.891109,-117.247017,1
32.891109,-117.243774,1
32.891109,-117.22902,1
32.891098,-117.248306,1
32.891098,-117.245148,1
32.891098,-117.234839,1
32.891086,-117.255995,1
32.891086,-117.246621,1
32.891086,-117.24342,1
32.891086,-117.228765,1
32.891074,-117.248192,1
32.891074,-117.245162,1
32.891074,-117.235165,1
32.891063,-117.255995,1
32.891063,-117.246621,1
32.891063,-117.243576,1
32.891063,-117.22851,1
32.891051,-117.248037,1
32.891051,-117.245021,1
32.891051,-117.234825,1
32.891039,-117.249169,1
32.891039,-117.246182,1
32.891039,-117.242953,1
32.891027,-117.256519,1
32.891027,-117.24713,1
32.891027,-117.244015,1
32.891027,-117.228496,1
32.891016,-117.24798,1
32.891016,-117.245021,1
32.891016,-117.233792,1
32.891004,-117.2489,1
32.891004,-117.245969,1
32.891004,-117.236199,1
32.890992,-117.256122,1
32.890992,-117.246706,1
32.890992,-117.243647,1
32.89098,-117.257,1
32.89098,-117.247555,1
32.89098,-117.244482,1
32.89098,-117.233282,1
32.890969,-117.248107,1
32.890969,-117.245063,1
32.890969,-117.233947,1
32.890957,-117.248716,1
32.890957,-117.24553,1
32.890957,-117.235802,1
32.890945,-117.254621,1
32.890945,-117.246238,1
32.890945,-117.243123,1
32.890934,-117.256419,1
32.890934,-117.24672,1
32.890934,-117.243689,1
32.890934,-117.228227,1
32.890922,-117.247329,1
32.890922,-117.244284,1
32.890922,-117.231979,1
32.89091,-117.247824,1
32.89091,-117.244808,1
32.89091,-117.233636,1
32.890898,-117.24798,1
32.890898,-117.244907,1
32.890898,-117.233777,1
32.890887,-117.247994,1
32.890887,-117.244921,1
32.890887,-117.233777,1
32.890875,-117.247966,1
32.890875,-117.244865,1
32.890875,-117.23365,1
32.890863,-117.24781,1
32.890863,-117.244709,1
32.890863,-117.233508,1
32.890852,-117.247895,1
32.890852,-117.244808,1
32.890852,-117.233607,1
32.89084,-117.247966,1
32.89084,-117.244851,1
32.89084,-117.233622,1
32.890828,-117.247909,1
32.890828,-117.244751,1
32.890828,-117.233678,1
32.890816,-117.247923,1
32.890816,-117.24478,1
32.890816,-117.233423,1
32.890805,-117.247966,1
32.890805,-117.244808,1
32.890805,-117.229104,1
32.890793,-117.247499,1
32.890793,-117.244298,1
32.890781,-117.256972,1
32.890781,-117.247102,1
32.890781,-117.243916,1
32.89077,-117.25666,1
32.89077,-117.246847,1
32.89077,-117.243661,1
32.890758,-117.256278,1
32.890758,-117.246451,1
32.890758,-117.243166,1
32.890746,-117.254607,1
32.890746,-117.245743,1
32.890746,-117.235859,1
32.890734,-117.248334,1
32.890734,-117.245205,1
32.890734,-117.233579,1
32.890723,-117.247838,1
32.890723,-117.244695,1
32.890723,-117.228297,1
32.890711,-117.247414,1
32.890711,-117.244284,1
32.890699,-117.256759,1
32.890699,-117.246989,1
32.890699,-117.243704,1
32.890688,-117.256533,1
32.890688,-117.246734,1
32.890688,-117.243024,1
32.890676,-117.256108,1
32.890676,-117.246224,1
32.890676,-117.236071,1
32.890664,-117.255641,1
32.890664,-117.245629,1
32.890664,-117.233834,1
32.890652,-117.247994,1
32.890652,-117.244709,1
32.890652,-117.228326,1
32.890641,-117.247187,1
32.890641,-117.243704,1
32.890629,-117.256179,1
32.890629,-117.246252,1
32.890629,-117.235222,1
32.890617,-117.255825,1
32.890617,-117.245969,1
32.890617,-117.234839,1
32.890605,-117.255612,1
32.890605,-117.245644,1
32.890605,-117.234868,1
32.890594,-117.25591,1
32.890594,-117.245813,1
32.890594,-117.234825,1
32.890582,-117.255782,1
32.890582,-117.245799,1
32.890582,-117.234429,1
32.89057,-117.25455,1
32.89057,-117.24536,1
32.89057,-117.234344,1
32.890559,-117.254409,1
32.890559,-117.245176,1
32.890559,-117.233792,1
32.890547,-117.248093,1
32.890547,-117.244836,1
32.890547,-117.233367,1
32.890535,-117.247442,1
32.890535,-117.244397,1
32.890535,-117.228425,1
32.890523,-117.24696,1
32.890523,-117.243661,1
32.890512,-117.256901,1
32.890512,-117.246621,1
32.890512,-117.236609,1
32.8905,-117.256434,1
32.8905,-117.245955,1
32.8905,-117.235193,1
32.890488,-117.255924,1
32.890488,-117.245261,1
32.890488,-117.234273,1
32.890477,-117.247838,1
32.890477,-117.244298,1
32.890477,-117.232871,1
32.890465,-117.246691,1
32.890465,-117.236043,1
32.890453,-117.256703,1
32.890453,-117.245842,1
32.890453,-117.234669,1
32.890441,-117.255839,1
32.890441,-117.244879,1
32.890441,-117.233664,1
32.89043,-117.246975,1
32.89043,-117.235916,1
32.890418,-117.256929,1
32.890418,-117.246026,1
32.890418,-117.234655,1
32.890406,-117.255782,1
32.890406,-117.244851,1
32.890406,-117.233098,1
32.890395,-117.246663,1
32.890395,-117.235165,1
32.890383,-117.256363,1
32.890383,-117.24553,1
32.890383,-117.233961,1
32.890371,-117.251917,1
32.890371,-117.244256,1
32.890371,-117.232843,1
32.890359,-117.246791,1
32.890359,-117.235901,1
32.890348,-117.256816,1
32.890348,-117.245983,1
32.890348,-117.234839,1
32.890336,-117.255952,1
32.890336,-117.245006,1
32.890336,-117.233692,1
32.890324,-117.251704,1
32.890324,-117.239611,1
32.890324,-117.229062,1
32.890312,-117.246437,1
32.890312,-117.235165,1
32.890301,-117.256108,1
32.890301,-117.245502,1
32.890301,-117.234061,1
32.890289,-117.251577,1
32.890289,-117.239696,1
32.890277,-117.256703,1
32.890277,-117.24604,1
32.890277,-117.234839,1
32.890266,-117.255711,1
32.890266,-117.244624,1
32.890266,-117.233876,1
32.890254,-117.251492,1
32.890254,-117.239555,1
32.890242,-117.256858,1
32.890242,-117.246097,1
32.890242,-117.234882,1
32.89023,-117.256009,1
32.89023,-117.24519,1
32.89023,-117.233976,1
32.890219,-117.25186,1
32.890219,-117.239909,1
32.890219,-117.230167,1
32.890207,-117.246394,1
32.890207,-117.235208,1
32.890195,-117.256377,1
32.890195,-117.245516,1
32.890195,-117.233933,1
32.890184,-117.251633,1
32.890184,-117.239583,1
32.890172,-117.256618,1
32.890172,-117.245587,1
32.890172,-117.233806,1
32.89016,-117.252016,1
32.89016,-117.239555,1
32.890148,-117.256618,1
32.890148,-117.245516,1
32.890148,-117.233353,1
32.890137,-117.251676,1
32.890137,-117.239002,1
32.890125,-117.256434,1
32.890125,-117.24519,1
32.890125,-117.230181,1
32.890113,-117.251039,1
32.890113,-117.234188,1
32.890102,-117.255881,1
32.890102,-117.239569,1
32.89009,-117.256759,1
32.89009,-117.244412,1
32.89009,-117.229855,1
32.890078,-117.246252,1
32.890078,-117.233777,1
32.890066,-117.251888,1
32.890066,-117.236468,1
32.890055,-117.255825,1
32.890055,-117.239427,1
32.890043,-117.256051,1
32.890043,-117.238932,1
32.890031,-117.255811,1
32.890031,-117.234018,1
32.89002,-117.251506,1
32.89002,-117.233367,1
32.890008,-117.245445,1
32.889996,-117.256745,1
32.889996,-117.236581,1
32.889984,-117.256023,1
32.889984,-117.233622,1
32.889973,-117.239795,1
32.889961,-117.256788,1
32.889961,-117.234457,1
32.889949,-117.255202,1
32.889949,-117.232432,1
32.889938,-117.239526,1
32.889926,-117.256193,1
32.889926,-117.233678,1
32.889914,-117.250854,1
32.889902,-117.256519,1
32.889902,-117.234032,1
32.889891,-117.254522,1
32.889891,-117.22868,1
32.889879,-117.239555,1
32.889867,-117.255938,1
32.889867,-117.233324,1
32.889855,-117.250826,1
32.889844,-117.256519,1
32.889844,-117.234046,1
32.889832,-117.254947,1
32.889832,-117.232531,1
32.88982,-117.25077,1
32.889809,-117.256504,1
32.889809,-117.235434,1
32.889797,-117.255103,1
32.889797,-117.229897,1
32.889785,-117.239611,1
32.889773,-117.256094,1
32.889773,-117.23331,1
32.889762,-117.244284,1
32.88975,-117.256462,1
32.88975,-117.233537,1
32.889738,-117.252384,1
32.889727,-117.256448,1
32.889727,-117.233353,1
32.889715,-117.239696,1
32.889703,-117.256009,1
32.889703,-117.228425,1
32.889691,-117.233792,1
32.88968,-117.242316,1
32.889668,-117.256292,1
32.889668,-117.232276,1
32.889656,-117.241126,1
32.889645,-117.256377,1
32.889645,-117.233579,1
32.889633,-117.244468,1
32.889621,-117.256717,1
32.889621,-117.235661,1
32.889609,-117.255018,1
32.889598,-117.256972,1
32.889598,-117.238974,1
32.889586,-117.255966,1
32.889586,-117.232517,1
32.889574,-117.250033,1
32.889574,-117.229005,1
32.889563,-117.239895,1
32.889551,-117.256802,1
32.889551,-117.239611,1
32.889539,-117.256561,1
32.889539,-117.239441,1
32.889527,-117.25608,1
32.889527,-117.237572,1
32.889516,-117.255796,1
32.889516,-117.235816,1
32.889504,-117.255117,1
32.889504,-117.23457,1
32.889492,-117.254395,1
32.889492,-117.229912,1
32.88948,-117.241919,1
32.889469,-117.256873,1
32.889469,-117.241452,1
32.889457,-117.256165,1
32.889457,-117.238988,1
32.889445,-117.255258,1
32.889445,-117.232375,1
32.889434,-117.242033,1
32.889434,-117.228722,1
32.889422,-117.241325,1
32.88941,-117.256561,1
32.88941,-117.239597,1
32.889398,-117.256264,1
32.889398,-117.239017,1
32.889387,-117.256023,1
32.889387,-117.236737,1
32.889375,-117.256193,1
32.889375,-117.239073,1
32.889363,-117.256334,1
32.889363,-117.239399,1
32.889352,-117.256207,1
32.889352,-117.239342,1
32.88934,-117.256264,1
32.88934,-117.239484,1
32.889328,-117.256363,1
32.889328,-117.239597,1
32.889316,-117.256306,1
32.889316,-117.239541,1
32.889305,-117.256405,1
32.889305,-117.23947,1
32.889293,-117.256476,1
32.889293,-117.239555,1
32.889281,-117.256589,1
32.889281,-117.235873,1
32.88927,-117.256292,1
32.88927,-117.235491,1
32.889258,-117.256264,1
32.889258,-117.235038,1
32.889246,-117.256009,1
32.889246,-117.234825,1
32.889234,-117.25574,1
32.889234,-117.233862,1
32.889223,-117.255442,1
32.889223,-117.231752,1
32.889211,-117.255103,1
32.889211,-117.229827,1
32.889199,-117.242273,1
32.889199,-117.228906,1
32.889188,-117.241551,1
32.889176,-117.25666,1
32.889176,-117.236255,1
32.889164,-117.256023,1
32.889164,-117.234882,1
32.889152,-117.255641,1
32.889152,-117.232899,1
32.889141,-117.255499,1
32.889141,-117.232007,1
32.889129,-117.255258,1
